name,category,address,phone,icon_url
Coffee Lab,Pasta/Tatlı,Ehlibeyt Mah. Ceyhun Atuf Kansu Cad. No:114/E11 Ehlibeyt Çankaya ANKARA,03124740600,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Coffee Mill,Sandwich/Tost/Burger,Arcadium AVM Koru Mah. 2432. Cad. No:192 Çayyolu Çankaya ANKARA,03122613106,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Coffee Parkour,Kahve,Mustafa Kemal Mah. 2128 Sok. No: 14/A Mustafa Kemal Çankaya ANKARA,03123311130,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Coffee Well,Kahve,Mebusevleri Mah.Dögol Cad.No:53 Çankaya Çankaya ANKARA,03125860808,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Coffeeworksco,Pasta/Tatlı,Konutkent Mah. 3028 Cad. No:16/B-18 Çayyolu Çankaya ANKARA,03122753352,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Coffy,Kahve,Sancak Mah. Turan Güneş Blv. No:19/4 Sancak Çankaya ANKARA,03124274041,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Combo Lunch,Sandwich/Tost/Burger,A.Öveçler Mah. Kabil Cad. No:10/A-B Öveçler Çankaya ANKARA,03124800222,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Cumhuriyet Fırın,Dünya Mutfağı,Cebeci Mah. Yeni Ankara Sok. No:14 Cebeci Çankaya ANKARA,03124875802,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
C'viz,Ev Yemekleri,Barbaros Mah. Tunalı Hilmi Cad. No:114/D-E Kavaklıdere Çankaya ANKARA,03124664626,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
C'Viz Cafe Bistro,Makarna/Salata,Kazım Özalp Mah. Uğur Mumcu Cad. No:20 GOP Kazım Özalp Çankaya ANKARA,03124363355,http://ws.ticket.com.tr/iphone/images/icons/ST317.png
Çakraz Piliç,Kebap/Türk Mutfağı,Emek Mah. Bişkek Cad. No:181/A Çankaya Çankaya ANKARA,03126000002,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Çankaya Dicle Pide Kebap Salonu,Kebap/Türk Mutfağı,Sancak Mah. Tiflis Cad. No:52/B Sancak Çankaya ANKARA,03124394092,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Çankaya Lokantası,Kebap/Türk Mutfağı,Güzeltepe Mah. Hoşdere Cad. No:228 Güzeltepe Çankaya ANKARA,03124382496,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Çapali Balık & Köfte,Deniz Mahsulleri,Mustafa Kemal Mah. 2134 Cad. No:2/A Söğütözü Söğütözü Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST301.png
Çardak Pide Döner,Pide,Ehlibeyt Mah. Ceyhun Atif Kansu Cad. No: Balgat Çankaya ANKARA,03124730061,http://ws.ticket.com.tr/iphone/images/icons/ST307.png
Çatı Açık Büfe Bilkent Ünivers,Ev Yemekleri,Üniversiteler Mah. 1607 Cad. 81-82 Yurt ODTÜ Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
Çatı Açık Büfe Hacettepe Ünive,Sandwich/Tost/Burger,Üniversiteler Mh. 1661. Cd. No:12 Çankaya Ankara Üniversiteler Mh. Çankaya ANKARA,05384187326,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Çatı Açık Büfe Söğütözü,Sandwich/Tost/Burger,"Lokman Hekim Üniversitesi, Söğütözü Mh. 9 Eylül Cd nkaya Ankara Söğütözü Çankaya ANKARA",05384187326,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Çaytaze Kafe,Sandwich/Tost/Burger,Taurus Avm. İçşi Blokları Mah. Mevlana B Çankaya Çankaya ANKARA,03121214599,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Çayyolu Doğal,Market Ürünleri,Mutlukent Mah. 2056. Sokak No:2/A Çayyolu Çankaya ANKARA,03129434467,http://ws.ticket.com.tr/iphone/images/icons/ST399.png
Çayyolu Döner,Kebap/Türk Mutfağı,Yaşamkent Mah. 3035 Cad. No:/5/A Çayyolu Çankaya ANKARA,03127933006,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Çedene Ev Yemekleri,Ev Yemekleri,Balgat Mah. Ziya Bey Cad. No:59/A Balgat Çankaya ANKARA,03122850677,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
Çerezbey,Market Ürünleri,Cevizlidere Mah. Cevizlidere Cad. No:23/ B Çankaya Çankaya ANKARA,03126040888,http://ws.ticket.com.tr/iphone/images/icons/ST399.png
Çiçek Lokantası,Ev Yemekleri,Söğütözü Mah. 2176 Sok. No:5/45-46 Söğütözü Çankaya ANKARA,03122843000,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
Çiğ Köfteci Ömer Usta,Çiğköfte,Yukarı Ayrancı Mah. Hoşdere Cad. No:83/A Aziziye Çankaya ANKARA,03122234665,http://ws.ticket.com.tr/iphone/images/icons/ST322.png
Çiğdem Kebap,Kebap/Türk Mutfağı,Seğmen İş Merkezi Çiğdem Mah. 1551. Cad. No:3/6 Balgat Çankaya ANKARA,03122854799,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Çimen Cafe,Dünya Mutfağı,Koru Mah. Doğan Taşdelen Blv. No:200/A Çankaya Çankaya ANKARA,03122410005,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Çin Seddi,Dünya Mutfağı,Aziziye Mah. Hoşdere Cad. No:127/A Çankaya Çankaya ANKARA,03124429353,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Çin Seddi,Dünya Mutfağı,Mahall Avm Mustafa Kemal Mah. Dumlupınar Bul. No:D1/88 Çankaya Çankaya ANKARA,03124429353,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Çin Seddi Restaurant,Dünya Mutfağı,Mustafa Kemal Mah. Dumlupınar Bulvarı 274 D1 No:88 Mustafa Kemal Çankaya ANKARA,03124429353,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Çok Tost Annecim,Sandwich/Tost/Burger,Öncebecı Mah. Umut Sok. No:26/B Çankaya Çankaya ANKARA,03121491939,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Daily Coffee,Sandwich/Tost/Burger,Mahall Yaşam Merkezi Mustafa Kemal Mah. Dumlupınar Bul. No:274 Mustafa Kemal Çankaya ANKARA,03127364189,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Damak Pide Kebap,Kebap/Türk Mutfağı,Güvenevler Mah. Güvenlik Cad. 89/A Aşağı Ayrancı Çankaya ANKARA,03124265639,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Dedem Piknik,Sandwich/Tost/Burger,Kızılay Mah. Demirtepe Çankaya ANKARA,03122305067,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Dedem Sandviç,Sandwich/Tost/Burger,Oğuzlar Mah. Barış Manço Cad. No:14/C Balgat Çankaya ANKARA,03122849878,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Dedem Sandwich,Sandwich/Tost/Burger,Yukarı Bahçeli Mah. 7. Cad. 61. Sok. No:28 Çankaya Çankaya ANKARA,03124689831,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Dedem Sandwich,Sandwich/Tost/Burger,Öveçler Mah. Kabil Cad. No:14/D Öveçler Çankaya ANKARA,03124781212,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Değirmen Restaurant,Kebap/Türk Mutfağı,Yaşamkent Mah. 3035 Cad. No:93/A Yaşamkent Çayyolu Çankaya ANKARA,03124601855,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Değirmentepe,Pide,Söğütözü Mah. 2166. Sok. No:17/A Söğütözü Çankaya ANKARA,03122865615,http://ws.ticket.com.tr/iphone/images/icons/ST307.png
Demlik,Sandwich/Tost/Burger,Kentpark AVM Mustafa Kemal Mah. Dumlupınar Bul. No:164/2/73-C Mustafa Kemal Çankaya ANKARA,03126600300,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Dengeli Cafe Restaurant,Ev Yemekleri,Bilkent Üniversitesi Merkez Kampüs   Bilkent ÜniverSitesi Merkez Kampüs Bilkent ÜniverSitesi Mah. Merkez Kampüsü 2. Cad. Bilkent Çankaya ANKARA,03122650530,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
Deniz Süpermarket,Market Ürünleri,Güzeltepe Mah. Hoşdere Cad. Fuar Sok. No :5/7 Çankaya Çankaya ANKARA,03124401572,http://ws.ticket.com.tr/iphone/images/icons/ST399.png
Denizatı Pastanesi,Ev Yemekleri,Mustafa Kemal Mah. Dumlupınar Cad. 280/G Çankaya Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
Den-Pi Deniz Pide Kebap,Kebap/Türk Mutfağı,Sağlık Mah. Tuna Cad. Halk Sok. No:16/A Sıhhıye Çankaya ANKARA,03124324224,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Denta Rosa Cafe,Kahve,Mustafa Kemal Mah. 2131. Cadde No:24/14 Çankaya Çankaya ANKARA,03123027427,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Develi Pide Salonu,Pide,Kızılay Mah. İzmir 1. Cad. Fevzi Çakmak 1 Sok. No:8 Kızılay Çankaya ANKARA,03122292111,http://ws.ticket.com.tr/iphone/images/icons/ST307.png
Dicle Kebap,Kebap/Türk Mutfağı,Öveçler Mah. Sokullu Mehmet Paşa Cad. No :112/A Çankaya Çankaya ANKARA,03124824603,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Dikmen Pide Kebap Salonu,Kebap/Türk Mutfağı,Naci Çakır Mah. Dikmen Cad. No:265/D Naci Çakır Çankaya ANKARA,03124807393,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Divan Sofrası,Kebap/Türk Mutfağı,Şehit Cengiz Karaca Mah. Kabil Cad. 6. Sok. No:95/15 Dikmen Çankaya ANKARA,03124800003,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Diyet Kapımda,Kebap/Türk Mutfağı,Mustafa Kemal Mah. 2141.Cad No:33/B Söğütözü Mustafa Kemal Çankaya ANKARA,03122195310,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Doğadolu,Market Ürünleri,Yıldızevler Mah. Şehit Mustafa Doğan Cad Yıldızevleri Çankaya ANKARA,03127481371,http://ws.ticket.com.tr/iphone/images/icons/ST399.png
Doğan Kaymaklı Şey-Rum,Pasta/Tatlı,Effect Avm. Oran Mah. Zülfi Tiğrel Cad. Çankaya Çankaya ANKARA,03123581433,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Doğuş Alaturka,Kebap/Türk Mutfağı,Alacaatlı Mahallesi 4841. Cadde No:3H/A Çayyolu Çankaya ANKARA,,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Dois Döner,Kebap/Türk Mutfağı,Meşrutiyet Mah. Konur Sok. No:15/24 Meşrutiyet Çankaya ANKARA,03124339008,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Dominos Pizza,Pizza,Mutlukent Mah. Angora Bul. No:164 Çankaya Çankaya ANKARA,03122357888,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Dominos Pizza,Pizza,Beytepe Mah. Plevne Cad. No:10/B Beytepe Çankaya ANKARA,03129507711,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Dominos Pizza,Pizza,Ata Mah. Kabil Cad. No:122/A Çankaya Çankaya ANKARA,03129013390,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Dominos Pizza,Pizza,Akpınar Mah. Dikmen Cad. No:504/B Çankaya Çankaya ANKARA,03127277372,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Domino's Pizza,Pizza,100. Yıl Mah. Nene Hatun Cad. No:6/1 Küçükesat Çankaya ANKARA,03122809636,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Domino's Pizza,Pizza,Yıldızevler Mah. R. Tagore Cad. No:19/B Hilal Çankaya ANKARA,03124411211,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Domino's Pizza,Pizza,Konukkent Mah. 3001. Sok. No:37 Ümitköy Çankaya ANKARA,03122401001,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Domino's Pizza,Pizza,Alacaatlı Mah. 3381 Cad. No:19/A Çayyolu Çayyolu Çankaya ANKARA,03122175151,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Domino's Pizza,Pizza,Osman Temiz Mah. İlker Cad. 1022 Sok. No:40/B Osman Temiz Çankaya ANKARA,0312312,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Domino'S Pizza,Pizza,İşçi Blokları Mah. 1427 Cad. No:23/B Balgat İşçi Blokları Çankaya ANKARA,03122842000,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Domino's Pizza,Pizza,Bahçelievler Mah. Azerbaycan Cad. No:10/ Çankaya Çankaya ANKARA,03122224922,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Domino's Pizza,Pizza,Büyükesat Mah. Uğur Mumcu Cad. No:61/B Çankaya Çankaya ANKARA,03122800089,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Donas,Sandwich/Tost/Burger,Meşrutiyet Mah. Karanfil Sok. No:24/C Çankaya Çankaya ANKARA,03123214488,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Dostlar Mantı Gözleme,Ev Yemekleri,Çiğdem Mah.1551 Cad.No:3/22 Seğmen İş Me Çankaya Çankaya ANKARA,03122841965,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
Double Zero,Pizza,Alacaatlı Mah. Şehit Eren Bülbül Cad. No Çankaya Çankaya ANKARA,03126923445,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Double Zero Pizzeria,Pizza,Büyükesat Mah.Uğur Mumcu Cad.No:37B Çankaya Çankaya ANKARA,03124471300,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Double Zero Pizzeria,Pizza,Mutlukent Mah.Mutluköy Sit.1947 Sok.No:3 Çankaya Çankaya ANKARA,03124471300,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Doycan Pide Kebap,Pide,Maltepe Mah.Akıncılar Sok.No:1/B Bahçelievler Çankaya ANKARA,03122229192,http://ws.ticket.com.tr/iphone/images/icons/ST307.png
Döner Factory,Kebap/Türk Mutfağı,Cepa AVM   Cepa AVM Gordion AVM Eskişehir Yolu Koru Mah. Ankaralılar Cad. No:2 Çayyolu Çankaya ANKARA,03124260731,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Dönerpark,Kebap/Türk Mutfağı,Kentpak AVM Mustafa Kemal Mah. Eskişehir Yolu 7. Km No:164-K2/62 Mustafa Kemal Çankaya ANKARA,03122264820,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Dr. Portakal,Sandwich/Tost/Burger,Kültür Mah.Yüksel Cad.No:47/8 Çankaya Çankaya ANKARA,03124303011,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Dubh Linn,Pizza,Bahçelievler Mah. 54. Cad. No:11/A Bahçelievler Çankaya ANKARA,03122152215,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Dürüm Aspava,Kebap/Türk Mutfağı,Yıldızevler Mah. Turan Güneş Bul. 713Cad. No:3/11 Yıldızevleri Çankaya ANKARA,03124427966,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Düveroğlu,Kebap/Türk Mutfağı,Üniversiteler Mah. İhsan Doğramacı Bul. Shell Yanı No:19/B Bilkent Çankaya ANKARA,03122662323,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Düveroğlu Kebap Baklava,Kebap/Türk Mutfağı,Çayyolu Mah.8 Cad. No:113 Ümitköy Çankaya ANKARA,03122351111,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Ege Balık,Deniz Mahsulleri,Mustafa Kemal Mah. Dumlupınar Blv. No:26 6/B3 Çankaya Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST301.png
Egeli Gusto,Dünya Mutfağı,Kentpark AVM Mustafa Kemal Mah. Eskişehir Yolu No:164/82 Mustafa Kemal Çankaya ANKARA,03122870705,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Ekin Çıtır Simit,Sandwich/Tost/Burger,Mutlukent Mah. 2432. Cad. No:89 Ümitköy Çankaya ANKARA,03123718331,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Ekmek Teknesi,Kebap/Türk Mutfağı,Kızılay Mah.Olgunlar Cad.No:30/B Kızılay Çankaya ANKARA,03124177063,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Ekrem Coşkun,Dünya Mutfağı,Meşrutiyet Mah. Karanfil Sokak No:63/B Meşrutiyet Çankaya ANKARA,03124810481,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Eksi 1 Sanfviç ve Vitamin,Sandwich/Tost/Burger,Oran Mah. Kudüs Cad. No:3/37 Çankaya Çankaya ANKARA,03125429193,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Elit Kebap,Kebap/Türk Mutfağı,Çukurambar Mah. 1424. Cad. No:26/B Çukuranbar Çankaya ANKARA,03122841488,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Elizinn Restaurant,Ev Yemekleri,Tunalı Hilmi Cad. No:81/13-14-15-16-17-18 Kavaklıdere Çankaya ANKARA,03124274044,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
Emin Anadolu Sofrası,Kebap/Türk Mutfağı,Kızılay Mah.Sümer1 Sok.No:22/B Kızılay Çankaya ANKARA,03122301100,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Emirgan Sütiş,Pasta/Tatlı,Kızılırmak Mah.1425 Cad. No:32/C Çankaya Çankaya ANKARA,03122847484,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Enver Simit Cafe,Sandwich/Tost/Burger,Güzeltepe Mah. Hoşdere Cad. No: 226 Çamlıtepe Çankaya ANKARA,03124414115,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Enver Simit Sarayı,Pasta/Tatlı,Kültür Mah. Ziya Gökalp Cad. No:26/B Çankaya Çankaya ANKARA,03127378314,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Erzincan Mandıra,Şarküteri Ürünleri,Alacaatlı Mah. Alacaatlı Cad. No:30/1 Çankaya Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST325.png
Erzincan Mandıra,Şarküteri Ürünleri,Cumhuriyet Mah. 48. Cad. No:32/A Çukuranbar Çankaya ANKARA,03124343825,http://ws.ticket.com.tr/iphone/images/icons/ST325.png
Erzincan Mandıra,Şarküteri Ürünleri,Cumhuriyet Mah. Sakarya Cad. No:7/A Kızılay Kızılay Çankaya ANKARA,03124343825,http://ws.ticket.com.tr/iphone/images/icons/ST325.png
Erzincan Mandıra,Şarküteri Ürünleri,İncek Mah. İncek Bul. No:274 Çankaya Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST325.png
Erzincan Mandıra,Şarküteri Ürünleri,Mutlu Kent Mah. Angora Cad. No:174 Çankaya Çankaya ANKARA,03122361111,http://ws.ticket.com.tr/iphone/images/icons/ST325.png
Erzincan Mandıra,Şarküteri Ürünleri,Tunalı Hilmi Cad. No: 90 Kavaklıdere Çankaya ANKARA,03124343825,http://ws.ticket.com.tr/iphone/images/icons/ST325.png
Erzincan Mandıra,Şarküteri Ürünleri,Yukarı Bahçelievler Mah. Aşkabat Cad. No:20 Bahçelievler Çankaya ANKARA,03123976556,http://ws.ticket.com.tr/iphone/images/icons/ST325.png
Esnaf Lokantası,Ev Yemekleri,Meşrutiyet Mah. Karanfil Sok. No:39/B Kızılay Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
Espreesolab,Kahve,Yukarı Bahçelievler Mah. Aşkabat Cad. No Çankaya Çankaya ANKARA,03127724693,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Espresso Check,Kahve,Bahçelieler Mah. Prof. Dr. Muammer Aksoy Cad. No:37A Bahçelievler Çankaya ANKARA,03123359108,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Etiş Lahmacun Pide,Pide,Konutkent Mah. 3028. Cad. Kule Evo No:32 Çankaya Çankaya ANKARA,03127457432,http://ws.ticket.com.tr/iphone/images/icons/ST307.png
Etli Otlu,Kebap/Türk Mutfağı,İncesu İş Merkezi Mustafa Kemal Mah. 2120. Cad. No:8/A Mustafa Kemal Çankaya ANKARA,03122194544,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Etna Burger Cajun Fries,Pizza,Üniversiteliler Mah. 1619. Sok No:1/6 Bilkent Çankaya ANKARA,03122664849,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Evdeyiz Ev Yemekleri,Ev Yemekleri,Mustafa Kemal Mah. 2120 Cad. No:33/A Mustafa Kemal Çankaya ANKARA,03122195656,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
Eylül Antakya Döner,Kebap/Türk Mutfağı,Yıldızevler Mah.Rabindranath Tagore Cad.No:30 Çankaya Çankaya ANKARA,03123360444,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Fameo Caffe,Pide,Bilkent Center AVM Üniversiteler Mah. 1597. Cad. Kapı No:3 Bilkent Çankaya ANKARA,03122224100,http://ws.ticket.com.tr/iphone/images/icons/ST307.png
Farm Burger,Sandwich/Tost/Burger,Fakülteler Mah. Cemal Gürsel Cad. No:39/ B Çankaya Çankaya ANKARA,03121060900,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Faruk Güllüoğlu,Pasta/Tatlı,Balgat Mah. Ziyabey Cad. No:59/A Çankaya Çankaya ANKARA,03124491871,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Federal Cafe,Pasta/Tatlı,Beştepe Mah. Armada Cad. Nergis Sok. No:7/2 Beşevler Çankaya ANKARA,03122190109,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Federal Coffee Company,Sandwich/Tost/Burger,Üniversiteler Mah. 1597. Cad. Ankuva İş Merkezi No:12/30 Bilkent Çankaya ANKARA,03127285200,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Felicita Kahve-Fırın,Pasta/Tatlı,Türkkonut Güzeltepe Sit.Dodurga Mah.Odab Çankaya Çankaya ANKARA,03123343710,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Ferik Lezzet Döner,Kebap/Türk Mutfağı,Esatoğlu Mah. Esat. Cad. No:75 Esatoğlu Çankaya ANKARA,03124252494,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Fırın 55,Pide,Ahmet Taner Kışlalı Mah. Park Cad. No:40/G Ümitköy Çayyolu Çankaya ANKARA,03122415506,http://ws.ticket.com.tr/iphone/images/icons/ST307.png
Fırıncı Osman,Pizza,İşçi Blokları Mah. Lizbon Cad. No:29/B 100. Yıl Öveçler Çankaya ANKARA,03124732198,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Fırıncım,Dünya Mutfağı,Kızılay Mah. İzmir-1 Cad. No:17/3 Kızılay Çankaya ANKARA,03124190630,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Filiz Kültür Kafe,Ev Yemekleri,Cumhuriyet Mah. Bayındır 1 Sok. No:23/B Çankaya Çankaya ANKARA,03123277222,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
Filiz Pastanesi,Pasta/Tatlı,Meşrutiyet Mah. Meşrutiyet Cad. Kızılay Çankaya ANKARA,03124257721,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Flamingo Pastanesi,Pasta/Tatlı,Meşrutiyet Mah. Selanik 2 Cad. Kızılay Çankaya ANKARA,03124175744,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Flz Cafe & Restaurant,Dünya Mutfağı,Ykm   Ykm Kızılay Mah. Gazi Mustafa Kemal Bul. YKM Mağazası Kat:8 Maltepe Çankaya ANKARA,03124182233,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Fourway,Sandwich/Tost/Burger,Aşağı Öveçler Mah. 1324. Cad No:47/B Çankaya Çankaya ANKARA,03124062738,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Franco Burger,Sandwich/Tost/Burger,Prof.Dr.Ahmet Taner Kışlalı Mah.2902 Cad .No:7/2 Çankaya Çankaya ANKARA,03124472854,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Funda Pastanesi,Pasta/Tatlı,Alacaatlı Mah. 3296. Cad. 3297. Sok. Karina Plaza No:55 Çankaya Çankaya ANKARA,03122171111,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Funda Pastanesi,Pasta/Tatlı,Büyükesat Mah. Kuleli Sok. Gaziosmanpaşa Çankaya ANKARA,03124364656,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Funda Pastanesi,Pasta/Tatlı,Mutlukent Mah. 2432. Cad. No:19 Ümitköy Çankaya ANKARA,03122356444,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Gadasını Aldığım Mantı Mutfak,Pide,Yukarı Bahçelievler mah. Oğuzhan Asiltürk cad. No:9/E Yukarı Bahçelievler Çankaya ANKARA,,http://ws.ticket.com.tr/iphone/images/icons/ST307.png
Gaziantepli Adil Usta,Kebap/Türk Mutfağı,Dikmen Mah. İlker Cad. No:42/A Dikmen Çankaya ANKARA,03124834444,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Gaziantepli Tabldot Yemek Lokantası,Ev Yemekleri,Gazi Mustafa Kemal Bul. No:42/A Maltepe Çankaya ANKARA,03122292617,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
Gel De Yeme,Ev Yemekleri,Kızılırmak Mah. Ufuk Üniversitesi Cad. N o:18/9 Kızılırmak Çankaya ANKARA,03122680647,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
Germeç Piliç,Pilav,İlkadım Mah. Dikmen Cad. No:143/A Dikmen Çankaya ANKARA,03122300807,http://ws.ticket.com.tr/iphone/images/icons/ST323.png
Gianni Maccheroni,Sandwich/Tost/Burger,Yıldızevler Mah. Turan Güneş Cad. 712. S Yıldız Çankaya ANKARA,03124394440,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Giotto,Dünya Mutfağı,Kuzu Efect Avm. Oran Mah. Zülfü Tiğrel C Çankaya Çankaya ANKARA,03125025282,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Gizli Bahçe Kafeterya,Kebap/Türk Mutfağı,Üni. Mah. Dumlupınar Bul. No:1/B-175 Odtü Eğitim Fak. İçi ODTÜ Çankaya ANKARA,03122101028,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
GLOB COFFEE,Kebap/Türk Mutfağı,Ön Cebeci Mah.Mahmut Esat Bozkurt Cad.No:15/A Kızılay Çankaya ANKARA,03123937315,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Globalict,Kahve,Kızılırmak Mah. 1459. Cad. No:2/91 Çukuranbar Çankaya ANKARA,03127337441,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Globica Coffee Shop,Sandwich/Tost/Burger,Büyükesat Mah. Uğur Mumcu Cad. No:45/8 Büyükesat Çankaya ANKARA,03128605978,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Gloria Jean's Coffees,Kahve,Next Level AVM Kızılırmak Mah. Dumluınarr Bul. No:3C Kızılırmak Çankaya ANKARA,03122201119,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Gobitte,Dünya Mutfağı,Kızılay Mah.Milli Müdefaa Cad.No:14/A Çankaya Çankaya ANKARA,03124334496,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
